,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
394,40,0,4,1,4,3,5,3,19033,1,14,3,2,1,21,2,3,20,8,9,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
395,36,0,3,3,3,3,2,2,4485,4,12,3,4,0,10,2,3,8,0,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
396,50,0,29,4,2,2,4,3,17046,0,15,3,2,1,28,2,3,27,10,15,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
397,30,0,7,3,3,3,1,3,1274,1,13,3,2,2,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
398,34,0,5,2,2,2,2,4,3986,1,14,3,3,1,15,3,4,15,10,4,13,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
399,54,0,10,3,3,3,2,1,4440,6,19,3,4,0,9,3,3,5,2,1,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
400,57,0,29,3,1,2,4,4,14118,3,12,3,3,1,32,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
401,33,0,16,3,3,3,2,4,5368,1,25,4,3,1,7,2,3,6,5,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
402,51,0,6,2,2,2,1,3,2838,0,14,3,2,0,8,6,2,7,0,7,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
403,41,0,14,3,1,3,1,3,2451,4,12,3,1,1,13,2,3,9,8,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
404,21,1,10,3,3,2,1,1,1416,1,13,3,1,0,1,6,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
405,50,0,17,5,4,2,3,1,13269,5,15,3,3,3,19,3,3,14,11,1,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
406,21,1,1,1,1,2,1,2,2174,1,11,3,3,0,3,3,3,3,2,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
407,33,0,15,2,2,3,2,4,4878,0,13,3,1,1,10,6,3,9,7,8,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
408,38,0,3,4,2,3,2,4,6861,8,12,3,3,0,19,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
409,45,0,20,2,3,3,4,4,13496,0,14,3,2,0,21,2,3,20,7,4,10,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
410,47,0,25,3,1,3,3,3,8633,2,23,4,2,0,25,3,3,17,14,12,11,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
411,45,0,2,2,1,2,4,4,16792,9,23,4,4,1,22,1,3,20,8,11,8,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
412,40,0,1,4,1,3,1,4,2406,8,19,3,3,2,8,3,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
413,41,0,23,2,4,3,3,3,7082,3,16,3,4,0,21,2,3,2,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
414,53,0,2,3,3,2,3,2,7525,2,12,3,1,1,30,2,3,15,7,6,12,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
415,50,0,2,3,3,3,4,3,17639,5,16,3,4,0,30,3,3,4,3,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
416,39,0,2,3,4,2,2,4,5204,8,11,3,3,2,13,2,3,5,4,0,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
417,30,0,16,1,2,3,1,4,2862,1,12,3,2,1,10,2,2,10,0,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
418,28,0,29,1,3,1,2,2,6549,1,14,3,2,2,8,2,2,8,6,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
419,40,0,10,4,4,4,1,3,2213,3,13,3,3,1,10,3,3,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
420,30,0,7,1,4,3,1,2,2983,0,14,3,1,0,4,3,3,3,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
421,35,0,2,4,4,3,2,1,5093,2,11,3,1,1,16,2,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
422,44,0,20,3,4,3,1,2,3420,1,13,3,3,0,6,3,2,5,2,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
423,35,0,18,5,2,3,3,1,9069,1,22,4,4,1,9,3,2,9,8,1,8,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
424,25,0,3,1,3,3,2,1,4194,1,18,3,4,0,5,3,3,5,3,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
425,37,0,1,3,4,2,2,4,6474,1,13,3,2,1,14,2,2,14,8,3,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
426,52,0,1,2,4,3,4,4,17099,2,15,3,2,1,26,2,2,9,8,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
427,34,0,20,3,3,4,1,3,2585,0,17,3,4,0,2,5,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
428,38,0,1,3,3,3,3,3,7861,4,14,3,4,0,10,4,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
429,22,0,8,1,2,1,1,1,2451,1,15,3,1,1,4,3,2,4,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
430,40,0,14,3,3,2,5,3,19626,1,14,3,1,0,21,2,4,20,7,4,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
431,36,0,10,4,2,3,3,4,9980,1,14,3,4,0,10,3,2,10,3,9,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
432,39,0,13,4,3,2,4,2,17123,6,13,3,4,2,21,4,3,19,9,15,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
433,26,0,1,1,1,2,1,3,2007,1,13,3,3,2,5,5,3,5,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
434,25,0,8,2,1,3,2,3,4907,0,22,4,2,1,6,3,2,5,3,0,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
435,36,0,8,4,1,3,2,4,5079,4,13,3,4,2,12,3,3,7,7,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
436,38,0,7,4,4,2,2,4,4028,0,20,4,1,0,8,2,3,7,7,0,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
437,44,0,1,5,1,3,2,3,4768,7,12,3,3,1,11,4,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
438,31,0,1,1,3,3,2,1,4148,1,12,3,3,1,4,1,3,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
439,31,1,13,4,2,3,2,1,4233,2,17,3,3,0,9,2,1,3,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
440,27,0,3,1,4,4,2,4,4647,1,20,4,2,2,6,3,3,6,5,0,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
441,56,0,7,3,4,1,3,4,7260,4,11,3,1,0,37,3,2,6,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
442,55,0,18,4,3,3,2,2,6385,3,14,3,4,2,17,3,3,8,7,6,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
443,39,0,25,2,3,3,3,3,10920,3,21,4,2,1,13,2,3,6,4,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
444,37,0,4,1,3,3,1,3,2996,7,15,3,4,0,8,2,3,6,4,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
445,36,0,9,2,2,2,2,2,8847,2,11,3,3,1,13,2,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
446,37,0,11,3,1,3,1,3,3629,4,18,3,1,0,8,6,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
447,34,0,1,3,4,2,3,3,7083,1,14,3,4,0,10,3,3,10,9,8,6,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
448,40,0,6,3,2,3,4,3,13237,7,15,3,3,0,22,3,3,20,6,5,13,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
449,38,0,10,4,3,3,2,3,6077,3,11,3,3,0,10,2,3,6,3,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
450,34,0,3,3,4,3,2,2,5433,1,12,3,3,1,11,2,3,11,8,7,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
451,59,0,1,1,1,2,2,3,5473,7,11,3,4,0,20,2,2,4,3,1,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
452,35,0,4,4,4,2,1,4,2376,1,13,3,2,1,2,2,4,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
453,39,1,3,2,4,3,2,3,5238,4,18,3,1,0,12,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
454,28,0,16,2,2,4,2,1,5661,0,19,3,3,0,9,2,3,8,3,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
455,25,0,13,1,2,3,1,3,2096,1,11,3,3,0,7,1,3,7,4,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
456,29,0,9,4,4,3,1,3,2974,9,17,3,3,1,9,2,3,5,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
457,45,0,23,2,4,3,2,1,3633,1,15,3,3,1,9,2,3,9,8,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
458,37,0,10,2,4,4,1,4,4680,3,17,3,1,0,4,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
459,45,0,28,3,4,3,1,4,2132,4,20,4,4,1,8,3,3,5,4,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
460,33,0,2,3,4,3,2,2,5147,8,15,3,4,0,13,2,2,11,7,1,7,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
461,34,0,1,5,2,3,1,4,2691,1,12,3,4,1,10,4,2,10,9,8,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
462,56,0,9,3,1,3,1,3,2942,2,19,3,2,1,18,4,3,5,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
463,30,1,5,3,2,3,1,2,2422,0,17,3,1,0,4,3,3,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
464,41,0,7,2,4,3,2,3,5003,6,14,3,2,0,8,6,3,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
465,49,0,6,1,3,2,4,3,13966,2,19,3,2,1,30,3,3,15,11,2,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
466,19,0,3,1,2,3,1,2,1483,1,14,3,4,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
467,45,0,11,2,4,3,4,4,17650,3,13,3,2,1,26,4,4,9,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
468,44,0,17,3,4,1,1,3,2290,2,13,3,4,0,6,3,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
469,29,0,10,3,4,3,1,2,2297,1,14,3,4,2,2,2,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
470,35,0,11,2,4,3,2,4,4968,1,11,3,4,1,5,3,3,5,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
471,53,0,6,3,4,3,2,4,2450,2,17,3,4,0,19,4,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
472,21,1,10,2,1,2,1,3,2625,1,20,4,3,0,2,2,1,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
473,26,0,6,3,3,4,1,4,2544,0,18,3,1,1,8,3,3,7,7,7,7,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
474,46,0,7,4,3,3,2,3,5258,2,14,3,3,0,7,2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
475,47,0,2,2,3,3,4,4,16752,1,11,3,3,1,26,3,2,26,14,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
476,45,0,6,3,4,2,3,4,8865,6,12,3,4,0,23,2,3,19,7,12,8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
477,42,0,2,3,1,3,5,3,18880,5,11,3,1,0,24,2,2,22,6,4,14,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
478,24,0,24,3,4,3,1,2,3597,8,22,4,4,0,6,2,3,4,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
479,51,0,2,3,4,1,2,2,5482,5,18,3,4,1,13,3,3,4,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
480,40,0,2,4,2,3,2,2,4327,5,12,3,4,3,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
481,39,0,21,4,1,1,2,3,5736,6,19,3,3,1,10,1,3,3,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
482,35,0,27,1,3,2,1,1,2559,1,11,3,4,0,6,3,2,6,5,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
483,45,0,9,3,2,3,2,2,2348,8,18,3,3,1,20,2,1,17,9,0,15,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
484,36,0,7,3,1,4,2,1,4639,2,16,3,4,1,17,2,2,15,7,6,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
485,27,0,1,1,3,3,2,2,6349,0,13,3,4,1,6,0,3,5,4,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
486,30,1,12,4,2,2,1,1,2033,1,18,3,3,1,1,2,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
487,33,0,7,3,4,3,2,2,4302,0,17,3,3,1,4,3,3,3,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
488,39,0,2,4,4,2,2,3,4553,1,11,3,1,0,20,4,3,20,7,11,10,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
489,30,0,8,2,2,4,3,1,11416,0,12,3,3,3,9,4,2,8,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
490,44,0,2,3,3,4,3,4,7879,1,19,3,2,1,9,2,3,8,7,6,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
491,27,0,8,3,4,3,3,3,8726,1,15,3,4,0,9,0,3,9,8,1,7,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
492,35,0,10,3,2,3,1,4,3917,1,20,4,1,1,3,4,2,3,2,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
493,26,1,16,4,1,3,1,2,2373,2,13,3,4,1,5,2,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
494,52,1,2,1,1,1,5,4,19845,1,15,3,4,1,33,3,3,32,14,6,9,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
495,33,0,4,4,1,2,1,2,3838,8,11,3,4,0,8,5,3,5,4,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
496,43,1,9,3,1,1,2,3,5346,8,13,3,2,0,7,2,2,4,3,1,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
497,48,0,4,5,3,2,4,4,15202,2,25,4,2,1,23,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
498,44,0,5,3,2,3,5,2,18213,7,11,3,3,1,26,5,3,22,9,3,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
499,42,0,10,4,3,3,1,3,2936,3,22,4,2,2,10,1,2,6,3,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
500,34,0,4,4,3,3,2,3,6538,9,15,3,1,1,6,3,3,3,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
501,31,1,1,3,4,3,1,2,2302,1,11,3,1,0,3,2,4,3,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
502,44,0,8,4,1,4,1,4,2818,2,24,4,3,1,10,2,2,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
503,33,0,17,3,4,3,4,3,17444,1,11,3,4,0,10,2,3,10,8,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
504,27,1,17,4,4,3,1,3,2394,1,13,3,4,0,8,2,3,8,2,7,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
505,34,0,9,3,4,3,3,4,8500,0,11,3,4,1,10,0,2,9,7,1,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
506,29,0,2,1,4,3,1,2,3180,0,13,3,3,3,4,3,3,3,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
507,40,1,24,3,2,4,4,2,13194,4,16,3,4,0,22,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
508,36,0,5,4,2,3,3,1,8008,4,12,3,3,2,9,6,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
509,35,0,2,3,4,3,1,4,2014,1,13,3,1,0,2,3,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
510,25,1,4,1,4,3,1,4,3691,1,15,3,2,1,7,3,4,7,7,5,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
511,21,1,18,1,4,3,1,4,2693,1,19,3,1,0,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
512,29,1,24,3,3,4,1,1,1091,1,17,3,4,0,1,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
513,38,0,1,3,4,3,3,1,13582,1,13,3,2,1,15,3,3,15,12,5,11,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
514,39,0,2,4,3,3,3,3,10938,0,25,4,4,0,20,1,3,19,6,11,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
515,43,0,15,2,3,2,4,3,17603,1,24,4,1,1,14,3,3,14,10,6,11,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
516,25,0,2,1,4,3,1,3,3977,6,19,3,3,1,7,2,2,2,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
517,58,0,10,4,4,3,4,3,13872,0,13,3,3,0,38,1,2,37,10,1,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
518,42,0,14,2,3,2,2,3,6244,7,17,3,1,0,10,6,3,5,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
519,30,0,2,1,2,2,1,4,2720,0,13,3,4,0,6,3,3,5,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
520,35,0,9,4,2,3,2,3,5098,1,19,3,2,0,10,5,3,10,7,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
521,28,1,24,3,3,3,1,2,2408,1,17,3,3,3,1,3,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
522,27,0,10,3,4,2,2,4,5769,1,11,3,4,0,6,3,3,6,2,4,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
523,27,0,10,2,4,3,3,1,8793,1,21,4,3,2,9,4,2,9,7,1,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
524,41,0,4,1,3,3,3,3,10447,0,13,3,4,1,23,3,4,22,14,13,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
525,53,1,2,5,3,2,3,4,10169,0,16,3,2,1,34,4,3,33,7,1,9,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
526,35,0,25,2,1,2,2,4,3681,4,14,3,4,0,9,3,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
